id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,price_category
15866496,"Large Room w Private Backyard, 20 mins to City",9193762,Hannah,Brooklyn,Bushwick,40.69702,-73.93269,Private room,43,1,1,2016-11-29,0.03,1,0,Budget
32858018,Brooklyn charming studio apartment!,242924411,James And Laureta,Brooklyn,Bedford-Stuyvesant,40.68571,-73.95265,Entire home/apt,90,1,10,2019-06-07,2.42,5,50,Mid-Range
163627,Blue Room in Awesome Artist's Apartment!,242506,Jsun,Brooklyn,Williamsburg,40.71023,-73.96665,Private room,89,3,205,2017-12-31,2.31,3,0,Mid-Range
35258971,3 Bedroom duplex in 2 Family House Brooklyn,256544529,Dem,Brooklyn,Bedford-Stuyvesant,40.68543,-73.92068,Entire home/apt,170,1,5,2019-07-07,5.0,3,237,Mid-Range
10697652,COZY Brooklyn Apartment 20 minutes to City,55270457,Karolina,Brooklyn,Bushwick,40.68696,-73.91382,Entire home/apt,75,2,179,2019-06-30,4.47,1,123,Budget
5278927,Bohemian Studio Loft in Brooklyn,7503643,Vida,Brooklyn,Greenpoint,40.72546,-73.94046,Entire home/apt,129,30,7,2019-06-01,0.14,52,328,Mid-Range
19891174,Bright Room in the great neighborhood ofPark Slope,55468128,Reina,Brooklyn,Windsor Terrace,40.6582,-73.98235,Private room,49,1,109,2019-06-29,4.99,7,258,Budget
14532520,Sunny room in Bedstuy w/fire escape,86629070,Giuseppe,Brooklyn,Bedford-Stuyvesant,40.69168,-73.9406,Private room,45,3,5,2019-02-08,0.15,1,220,Budget
26805522,Bright Luxury Apartment in Williamsburg,126819583,Cydney,Brooklyn,Williamsburg,40.71107,-73.94665,Entire home/apt,275,2,20,2019-06-02,1.83,1,0,Luxury
1392144,3-Bed Brownstone on Beautiful Block,1873589,Jill,Brooklyn,Crown Heights,40.67071,-73.94752,Entire home/apt,250,5,25,2019-01-02,0.35,1,220,Luxury
16374783,Loft in Brooklyn,697678,Shauna,Brooklyn,Bedford-Stuyvesant,40.68009,-73.94676,Entire home/apt,119,3,6,2017-11-25,0.2,1,0,Mid-Range
6063050,Private Room in 3BD Apt with a queen bed,9897580,David,Brooklyn,Bedford-Stuyvesant,40.68669,-73.93452,Private room,55,3,51,2019-06-19,1.0,1,340,Budget
447840,Private Artist’s Apt/ Amazing Location!,242506,Jsun,Brooklyn,Williamsburg,40.71164,-73.965,Entire home/apt,299,2,5,2016-01-09,0.06,3,0,Luxury
11461331,Spacious & Sunny Urban Treehouse,12981247,Allison,Brooklyn,Crown Heights,40.67677,-73.93783,Private room,60,3,1,2016-04-01,0.03,1,0,Budget
6944665,Gorgeous room!! Open for summer!,36413917,Kory,Brooklyn,Williamsburg,40.70703,-73.95234,Private room,73,14,0,,0.0,1,0,Budget
14011511,Private Room Beautiful Apartment,15929157,Christina,Brooklyn,East New York,40.67424,-73.88136,Private room,29,30,12,2018-11-01,0.38,3,193,Budget
14212273,Beautiful Brooklyn loft!,20612628,Jessica,Brooklyn,Williamsburg,40.7049,-73.92966,Private room,41,1,2,2017-04-18,0.06,1,0,Budget
19470886,Lovely 2BR in Clinton Hill/Bed-Stuy,8232441,Sabrina,Brooklyn,Bedford-Stuyvesant,40.68776,-73.95379,Entire home/apt,60,3,16,2019-06-24,0.65,2,5,Budget
32718338,Beautiful vintage apt in Williamsburg (ENTIRE APT),24809291,Luca,Brooklyn,Williamsburg,40.71438,-73.94359,Entire home/apt,130,5,1,2019-05-07,0.48,1,121,Mid-Range
13459691,Private Bedroom in Williamsburg!,8569221,Andi,Brooklyn,Williamsburg,40.71696,-73.95727,Private room,90,5,87,2019-03-24,2.43,2,305,Mid-Range
113265,Brooklyn- Crown Heights Garden Apt.,314582,Anthony,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2019-06-21,2.51,2,275,Budget
33085491,Modern and Spacious Brooklyn Apartment,88497114,Veronica,Brooklyn,Bedford-Stuyvesant,40.68857,-73.9384,Entire home/apt,160,2,15,2019-07-06,6.72,1,71,Mid-Range
6401500,"Wburg Penthouse, Private elevator, balcony, roof",5463220,Nick And Jade,Brooklyn,Williamsburg,40.71258,-73.95556,Entire home/apt,201,2,175,2019-07-01,3.53,1,68,Luxury
27933429,Cute Williamsburg studio,35335572,Caleb,Brooklyn,Williamsburg,40.71645,-73.95721,Entire home/apt,130,3,1,2019-01-01,0.16,1,2,Mid-Range
34415315,Very charming apartment in Carroll Gardens,4617977,Clau,Brooklyn,Carroll Gardens,40.67967,-73.99665,Entire home/apt,157,20,0,,0.0,1,12,Mid-Range
29517769,Cozy private room!,222281153,Jay And Josh,Brooklyn,Bedford-Stuyvesant,40.69651,-73.94763,Private room,62,2,18,2019-06-24,2.7,3,338,Budget
16719568,Sunny 1 bedroom in the heart of Greenpoint,7857773,Caroline,Brooklyn,Greenpoint,40.72411,-73.94182,Entire home/apt,130,2,21,2018-05-25,0.94,1,0,Mid-Range
15436836,Carroll Gardens Apartment,8977158,Viki,Brooklyn,Carroll Gardens,40.68384,-73.99813,Entire home/apt,175,2,129,2019-06-22,3.92,2,206,Mid-Range
30715488,New york Multi-unit building,5954813,Sarah,Brooklyn,Clinton Hill,40.68983,-73.96553,Private room,120,15,0,,0.0,1,179,Mid-Range
35702066,Private Bedroom in cozy apartment,13830544,Renee,Brooklyn,Bedford-Stuyvesant,40.69386,-73.93256,Private room,52,4,1,2019-06-22,1.0,3,325,Budget
31259044,Private Room in Park Slope,232996930,Raymond,Brooklyn,Park Slope,40.66975,-73.98475,Private room,30,2,1,2019-01-11,0.17,1,0,Budget
29570920,Nice bedroom in Brooklyn !,15989323,Lea,Brooklyn,Williamsburg,40.7068,-73.94439,Private room,50,4,2,2019-01-03,0.31,1,0,Budget
11236273,Private furnished room in BK apartment,219970,Fely,Brooklyn,Crown Heights,40.67648,-73.9634,Private room,36,1,19,2019-05-31,0.53,2,0,Budget
18195445,Modern and sunny in the heart of Prospect Heights!,7433941,Diana,Brooklyn,Crown Heights,40.6778,-73.96321,Entire home/apt,85,3,5,2019-05-17,0.64,1,0,Mid-Range
27425265,Brooklyn House,147590647,Ava,Brooklyn,Dyker Heights,40.61699,-74.01042,Private room,55,1,39,2019-07-07,3.45,1,45,Budget
29359223,"Sunny, clean 2 bedroom",9806886,Tiffany,Brooklyn,Carroll Gardens,40.67742,-74.00146,Entire home/apt,200,7,1,2019-01-03,0.16,1,0,Luxury
400039,Big Beautiful Railroad in Brooklyn,1488809,John,Brooklyn,Bushwick,40.70339,-73.92945,Entire home/apt,130,30,53,2017-06-30,0.68,1,0,Mid-Range
19009220,Bushwick Beaut Available,60494212,Breanna,Brooklyn,Bushwick,40.69481,-73.92244,Private room,50,3,1,2017-07-31,0.04,1,0,Budget
5340170,Spacious room in Park Slope,27240422,Hardik,Brooklyn,Park Slope,40.67487,-73.98459,Private room,45,1,2,2015-07-09,0.04,1,0,Budget
22280482,HUGE private bedroom in Artists' home in Bushwick,43756609,Karina,Brooklyn,Bushwick,40.68847,-73.913,Private room,70,1,3,2018-01-01,0.16,2,0,Budget
9652170,Best Location in S. Williamsburg,49898234,Lemuel,Brooklyn,Williamsburg,40.71205,-73.95787,Private room,60,7,0,,0.0,1,0,Budget
959871,Bask in the light! Studio bedroom in Williamsburg,1822729,Derek,Brooklyn,Williamsburg,40.71081,-73.96121,Private room,120,6,15,2019-01-01,0.21,2,9,Mid-Range
12814578,Colorful Brooklyn Garden Casita,40332331,Joyce,Brooklyn,Windsor Terrace,40.65827,-73.97962,Entire home/apt,125,2,117,2019-07-08,3.08,2,262,Mid-Range
24713329,Cozy Hidden Gem Near All,186791133,Sam,Brooklyn,Prospect-Lefferts Gardens,40.66061,-73.96209,Entire home/apt,78,3,53,2019-06-13,3.77,1,74,Budget
22400476,"Free yoga & sauna, awesome room. Sunny, wood floor",6787883,Gabriela,Brooklyn,Carroll Gardens,40.68105,-73.99267,Private room,53,1,20,2019-03-23,1.29,4,151,Budget
28910248,"❤️ Private Studio+Bath+Balcony, 15 mins to City",217844544,Mia,Brooklyn,Bushwick,40.69454,-73.92612,Private room,90,2,54,2019-07-07,5.79,2,118,Mid-Range
29080980,"Best Homestay  25 min Manhattan , Barclays Center",94214493,Dadrine,Brooklyn,East Flatbush,40.65554,-73.9184,Private room,70,7,0,,0.0,9,365,Budget
28289858,Ft. Green/ Clinton Hill Downtown Brooklyn,213647282,Arkell,Brooklyn,Fort Greene,40.68528,-73.97127,Entire home/apt,200,2,13,2019-02-18,1.3,1,0,Luxury
5029703,PRIME LOCATION - Beautiful 3BR Artist Oasis w/Deck,25318403,Bethany,Brooklyn,Williamsburg,40.71281,-73.95796,Entire home/apt,225,3,87,2019-07-05,1.63,3,275,Luxury
5925343,The Notorious B.N.B. { The William Henry },1177497,Jessica,Brooklyn,Clinton Hill,40.68963,-73.96713,Private room,259,1,94,2019-06-26,1.85,11,365,Luxury
20664395,Entire Apartment  Park Slope,3894387,René,Brooklyn,South Slope,40.6628,-73.98349,Entire home/apt,111,2,1,2017-09-08,0.04,1,0,Mid-Range
23378815,Luxurious 2-Story Home • Large Terrace • Views,20869217,Sarah,Brooklyn,Prospect-Lefferts Gardens,40.65465,-73.96158,Entire home/apt,225,2,32,2019-05-31,2.31,1,56,Luxury
5052495,Sunny Room in Historic Williamsburg Loft,26089087,Karron,Brooklyn,Williamsburg,40.70907,-73.96396,Private room,60,1,33,2019-06-26,2.75,1,19,Budget
24096651,Brooklyn Brownstone Bedroom,161441682,Brady,Brooklyn,Boerum Hill,40.68708,-73.98389,Private room,57,1,9,2018-08-27,0.6,1,0,Budget
1707823,Private Room in the Heart of Greenpoint,9010955,Lindsey,Brooklyn,Greenpoint,40.73487,-73.95789,Private room,75,1,69,2019-06-30,4.43,2,49,Budget
33826775,"Spacious, Light-Filled One-Bedroom in Williamsburg",255178006,John,Brooklyn,Williamsburg,40.70783,-73.94346,Entire home/apt,180,2,1,2019-04-22,0.38,1,10,Mid-Range
9874042,Modern Bushwick Apt,4498059,Claire,Brooklyn,Bushwick,40.70419,-73.92114,Entire home/apt,185,2,0,,0.0,1,0,Mid-Range
15216398,Whimsical & Cute Private Room in 2 Bdrm Apt,3360346,Christen,Brooklyn,Williamsburg,40.71622,-73.94273,Private room,50,14,54,2019-05-06,1.61,2,86,Budget
3271893,Park Slope Town House,327673,Stefano,Brooklyn,Park Slope,40.67592,-73.98107,Entire home/apt,250,3,16,2019-07-05,0.27,2,6,Luxury
850338,Authentic Luxury Designed Loft,4440548,Thomas,Brooklyn,Williamsburg,40.71427,-73.94671,Entire home/apt,145,3,166,2019-06-20,2.15,2,151,Mid-Range
35742909,The waterview  quiet area and just everything,268868462,Duane,Brooklyn,Greenpoint,40.7309,-73.95969,Private room,200,4,0,,0.0,1,365,Luxury
25234555,Adorable Room in Spacious Brooklyn Home,116291711,Maggie,Brooklyn,Crown Heights,40.66918,-73.9475,Private room,40,1,3,2018-06-17,0.22,1,0,Budget
20961894,Californiacation Studio with Garden in Bushwick,42422823,Arina,Brooklyn,Bushwick,40.70163,-73.92366,Entire home/apt,120,4,3,2019-01-09,0.14,1,0,Mid-Range
21770746,The Long House - Williamsburg!,7760308,David & Mallory,Brooklyn,Williamsburg,40.71425,-73.96276,Entire home/apt,175,1,33,2019-06-23,1.96,1,0,Mid-Range
5066963,Humble 1BR in Bushwick,26164700,Nico,Brooklyn,Bushwick,40.69709,-73.91003,Private room,50,1,0,,0.0,1,0,Budget
17665016,HUGE BEDROOM LORIMER L TRAIN!!!,118378908,Jose,Brooklyn,Williamsburg,40.71355,-73.95003,Private room,69,28,17,2019-04-30,0.61,6,229,Budget
29675631,Gorgeous Modern + Sunny Room in Prime Williamsburg,198395530,Carla,Brooklyn,Williamsburg,40.71217,-73.95888,Private room,68,5,1,2018-11-02,0.12,1,0,Budget
8868762,Room in Loft,7234603,Frida,Brooklyn,Williamsburg,40.70953,-73.92657,Private room,50,1,0,,0.0,1,0,Budget
21680413,XL Private Room In Brooklyn,4934112,Liane,Brooklyn,Crown Heights,40.66451,-73.93237,Private room,46,1,49,2019-05-25,2.51,1,81,Budget
33645301,1718公馆套房,119692067,Qiulan,Brooklyn,Sunset Park,40.64403,-74.00087,Private room,60,1,0,,0.0,3,89,Budget
27087566,Designer apartment with private rooftop and views,579017,Stefan & Marianne,Brooklyn,Greenpoint,40.73438,-73.95863,Entire home/apt,230,10,1,2019-04-01,0.3,1,0,Luxury
10812263,Garden Apartment with Backyard in Carroll Gardens,1639309,Fiona,Brooklyn,Columbia St,40.68403,-74.00192,Entire home/apt,110,30,1,2017-01-02,0.03,1,312,Mid-Range
8303074,Two bedroom apt near prospect park,5499953,R Demetre,Brooklyn,Crown Heights,40.66916,-73.95288,Entire home/apt,250,2,10,2019-06-20,0.22,2,365,Luxury
16026567,Cozy Room In Williamsburg Near Trains❤️,13394035,Samuel,Brooklyn,Williamsburg,40.70875,-73.94478,Private room,49,20,85,2019-05-27,2.74,1,35,Budget
32687805,Charming one bedroom with rooftop in Brooklyn,67449621,Renel,Brooklyn,Crown Heights,40.67729,-73.95697,Entire home/apt,146,28,2,2019-05-27,0.77,1,24,Mid-Range
2194038,Two Bedroom Flat,11189753,Sj,Brooklyn,Fort Greene,40.68683,-73.96981,Entire home/apt,285,8,23,2019-06-15,0.36,4,364,Luxury
23376943,Crown Heights Greenroom,77938412,Michael,Brooklyn,Crown Heights,40.67641,-73.95736,Private room,45,5,1,2018-02-21,0.06,1,0,Budget
20379446,Bedroom in bright cozy duplex w/ private rooftop,1843969,Carolina,Brooklyn,Bedford-Stuyvesant,40.69445,-73.93828,Private room,85,2,11,2019-07-01,0.49,1,164,Mid-Range
8414314,Huge Space in Williamsburg BK,44322686,Matt,Brooklyn,Williamsburg,40.71193,-73.94266,Private room,65,1,9,2019-03-16,0.19,1,35,Budget
14415799,East Williamsburg Cozy Apartment with Rooftop!,48113730,Anastasia & Jeremy,Brooklyn,Williamsburg,40.70749,-73.93916,Entire home/apt,150,2,2,2016-10-16,0.06,1,0,Mid-Range
21367929,★ 4BRs Family Groups★ Duplex ★Backyard ★ NYC 35min,49164956,Abena,Brooklyn,Bedford-Stuyvesant,40.67752,-73.91489,Entire home/apt,190,5,59,2019-07-07,2.86,5,24,Mid-Range
3789758,1 Bed Apt in Greenpoint Brooklyn ,18609156,Tim,Brooklyn,Greenpoint,40.72793,-73.95011,Entire home/apt,115,1,2,2015-06-18,0.03,1,0,Mid-Range
4774763,1BR 2-blocks from BK Museum,24404928,Jeremy,Brooklyn,Crown Heights,40.67117,-73.95934,Entire home/apt,130,1,9,2016-05-28,0.16,1,0,Mid-Range
7988385,"Cozy, simple, uncluttered.",42160853,Jessica,Brooklyn,Bedford-Stuyvesant,40.68625,-73.93003,Private room,45,1,2,2015-08-28,0.04,1,0,Budget
9675064,"Clean Quiet 2 Bedroom Apartment,  Private",49991005,Petrona,Brooklyn,Canarsie,40.63013,-73.90809,Entire home/apt,90,2,214,2019-06-08,4.89,1,82,Mid-Range
34932465,Bright Bedstuy Bedroom,263228548,Alea,Brooklyn,Bedford-Stuyvesant,40.68716,-73.923,Private room,50,1,3,2019-06-09,2.73,1,0,Budget
4445185,2 Level Loft room in Artist Studio,7351,Tanda,Brooklyn,South Slope,40.66483,-73.98892,Private room,84,2,11,2018-09-04,0.2,3,87,Mid-Range
140425,Holiday Time in NY - Oh My!!,683975,Ivy,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,2017-05-25,1.18,1,0,Budget
35263166,★Long-term★Discount★NYC Blue Room Garden View,21153954,Michael,Brooklyn,Bedford-Stuyvesant,40.69134,-73.92768,Private room,42,30,0,,0.0,1,334,Budget
8372368,The Herkimer House  Room #2,27708645,Malik,Brooklyn,Bedford-Stuyvesant,40.67831,-73.93903,Private room,65,3,3,2015-10-13,0.07,1,342,Budget
21877231,Cruelty-free in Bushwick w/ backyard.,22095324,Chad Michael,Brooklyn,Bushwick,40.69566,-73.91611,Entire home/apt,65,5,42,2019-06-23,2.16,1,1,Budget
31665707,bohemian pied a Terre,27473538,Yael,Brooklyn,Greenpoint,40.72712,-73.95674,Entire home/apt,250,5,0,,0.0,1,43,Luxury
27835546,"Cute, Cozy Private One-Bed in Crown Heights",143952234,Aaron,Brooklyn,Crown Heights,40.67182,-73.94446,Entire home/apt,100,3,5,2019-05-20,0.52,1,0,Mid-Range
4889948,Cozy Quiet Room in Williamsburgs,17928071,Mabel,Brooklyn,Williamsburg,40.71009,-73.9575,Private room,85,3,23,2019-04-01,0.42,2,280,Mid-Range
35376453,Bright & Sunny 1Bed in Prime Williamsburg Location,234383668,Federica,Brooklyn,Williamsburg,40.71509,-73.9565,Entire home/apt,140,15,1,2019-06-04,0.86,1,29,Mid-Range
13083020,Spacious Bedroom in the heart of Bedstuy,1892402,Emily,Brooklyn,Bedford-Stuyvesant,40.68347,-73.95462,Private room,50,3,4,2016-08-29,0.11,1,0,Budget
4708609,Skyline View Piano Room,19972390,Melissa,Brooklyn,Greenpoint,40.73262,-73.95795,Private room,55,1,24,2016-06-17,0.44,1,157,Budget
9883768,Best location in Williamsburg!,21966105,Ryan,Brooklyn,Williamsburg,40.72049,-73.95894,Private room,90,6,2,2018-07-31,0.16,1,331,Mid-Range
14665418,Spacious light drenched 3 bedroom,22935573,Matias,Brooklyn,Williamsburg,40.71433,-73.95857,Entire home/apt,295,2,78,2019-06-27,2.27,1,309,Luxury
8971258,Gorgeous Three Bedroom Split Level,46881049,Elizabeth,Brooklyn,Canarsie,40.64455,-73.90978,Entire home/apt,169,2,30,2019-06-30,0.87,1,345,Mid-Range
29794028,"Cosy bedroom in Bedstuy - A, C and G trains",103216104,Esther,Brooklyn,Bedford-Stuyvesant,40.68409,-73.94965,Private room,60,7,1,2018-11-07,0.12,1,0,Budget
34946772,Beyond the Valley of the Doll House,263331130,Vanessa,Brooklyn,Bushwick,40.69969,-73.9199,Private room,65,1,7,2019-06-25,4.77,1,79,Budget
8869383,Lefferts Garden/ Prospect Park Gem,46420811,Stacy,Brooklyn,Prospect-Lefferts Gardens,40.65631,-73.95535,Private room,40,10,12,2019-06-30,0.28,1,343,Budget
27650553,Cosy bedroom in Bushwick close to L&M train,7780845,Liset,Brooklyn,Bushwick,40.70133,-73.91726,Private room,65,2,3,2019-06-23,0.28,3,28,Budget
15036516,Cozy Bedroom in an Awesome location,62604251,Jasmine,Brooklyn,Bedford-Stuyvesant,40.69467,-73.94833,Private room,45,3,0,,0.0,1,0,Budget
29132322,Casa finca Zen Sanctuary Artist Home,895135,Suanny,Brooklyn,Williamsburg,40.70717,-73.94622,Entire home/apt,95,3,7,2019-05-30,0.93,3,363,Mid-Range
18358644,Cozy room in the heart of Bushwick,127082964,Christopher,Brooklyn,Bushwick,40.70426,-73.92489,Private room,72,3,12,2018-04-22,0.47,2,0,Budget
26806179,Brighton Beach Paradise Apartment - Living Room,76123508,Viktoriya,Brooklyn,Brighton Beach,40.57636,-73.95964,Shared room,100,3,9,2019-07-07,0.78,1,85,Mid-Range
23917760,Cozy mezzanine bdrm in charming Bklyn neighborhood,179778880,Marcus,Brooklyn,Sunset Park,40.66162,-73.99129,Private room,45,2,45,2019-07-05,2.95,2,337,Budget
15798969,"Own Floor in Brooklyn Home, 20 min to Manhattan",58390804,Jen And Lev,Brooklyn,Flatbush,40.6459,-73.9642,Entire home/apt,153,3,64,2019-06-24,2.07,1,277,Mid-Range
23869761,Cozy Bedroom with Queen Size Bed,29326392,Ben,Brooklyn,Bushwick,40.69941,-73.93633,Private room,31,2,1,2018-03-27,0.06,1,0,Budget
21280201,The Executive Spacious Cozy Home on the  Block.,152622375,Esther,Brooklyn,East New York,40.66529,-73.88326,Entire home/apt,85,2,3,2018-10-16,0.15,2,151,Mid-Range
33273525,"Beautiful, large, sunny private bedroom available",24204269,Alexis,Brooklyn,Prospect Heights,40.67953,-73.97334,Private room,70,20,1,2019-05-09,0.49,1,0,Budget
29923760,Lovely BRIGHT apt in Ft. Hamilton Brooklyn,186701037,Gabriela,Brooklyn,Dyker Heights,40.62827,-74.01078,Shared room,39,5,1,2019-06-01,0.77,2,89,Budget
17545363,Modern Apartment Bayridge/Brooklyn- Sleeps 6,119029523,Ebada,Brooklyn,Fort Hamilton,40.62067,-74.02942,Entire home/apt,150,5,4,2019-06-18,1.9,3,312,Mid-Range
8412352,Apt on President St & Kingston Ave,44314131,Raphael,Brooklyn,Crown Heights,40.66852,-73.9425,Entire home/apt,160,1,1,2015-10-06,0.02,1,0,Mid-Range
1546518,"Sunny, pretty Park Slope 3+ bed apt",66193,Brennan,Brooklyn,South Slope,40.66448,-73.98695,Entire home/apt,224,2,229,2019-06-24,3.28,1,257,Luxury
11387473,Hipster Central,17598715,Ryan,Brooklyn,Red Hook,40.67941,-74.0124,Entire home/apt,200,1,0,,0.0,1,0,Luxury
16119492,Monthly Trendy Studio w/Patio amazing location,44802851,Andrea,Brooklyn,Williamsburg,40.71603,-73.96426,Entire home/apt,180,4,63,2019-06-23,2.02,1,1,Mid-Range
4947174,Open Room for 12 Days this February,25412718,Benjamin,Brooklyn,Crown Heights,40.66948,-73.93638,Private room,50,5,0,,0.0,1,0,Budget
25965483,Light-filled Room with Private Bath & Entrance,4712374,Karen,Brooklyn,Greenpoint,40.73325,-73.95542,Private room,85,1,12,2018-10-03,0.97,1,0,Mid-Range
6538963,Art filled Brooklyn Hideaway with private bathroom,34197591,Daniela,Brooklyn,Bedford-Stuyvesant,40.6832,-73.95455,Private room,80,3,131,2019-07-06,2.64,1,140,Mid-Range
30475015,Room in Charming Brooklyn Apartment,37860219,Rebecca,Brooklyn,Bushwick,40.70086,-73.9403,Private room,50,2,4,2019-05-07,0.71,2,7,Budget
23118522,"Unique 1 bedroom apt. in Gowanus, Brooklyn",8959179,Kevin,Brooklyn,Gowanus,40.6786,-73.98705,Entire home/apt,104,4,10,2018-12-29,0.73,1,98,Mid-Range
20600357,"Experiencing Tranquility in Private Home, Room # 1",147210078,Bruce & Cyrina,Brooklyn,Flatbush,40.65108,-73.95417,Private room,44,2,38,2019-06-22,1.67,4,0,Budget
36479230,Studio sized room with beautiful light,65767720,Melanie,Brooklyn,Bushwick,40.70418,-73.91471,Private room,42,7,0,,0.0,1,16,Budget
3139489,"Nice Cozy Room in BROOKLYN, NYC, NY, Bushwick",2885704,Victor,Brooklyn,Bushwick,40.69545,-73.91967,Private room,33,2,182,2019-06-21,3.62,2,16,Budget
13355757,Private Room in Dumbo Loft,75739500,David,Brooklyn,DUMBO,40.704,-73.98464,Private room,100,3,23,2017-04-15,0.63,1,0,Mid-Range
18493375,Shared flat in Bushwick. Bright & close to train.,36012265,Ada,Brooklyn,Williamsburg,40.70506,-73.93122,Private room,60,1,8,2019-01-01,0.36,7,31,Budget
23277442,HABITACION EN BROOKLYN NEW YORK,75633225,Daniel,Brooklyn,Sunset Park,40.64555,-74.00995,Private room,150,2,0,,0.0,1,363,Mid-Range
13529498,Awesome Room in the Heart of Bushwick!,23826651,Lorenzo,Brooklyn,Bushwick,40.70364,-73.92769,Private room,50,7,0,,0.0,1,0,Budget
21581457,"Bright, large room with own 1/2 bath in great area",1406432,Mary,Brooklyn,Prospect Heights,40.67502,-73.96447,Private room,75,3,38,2019-07-01,1.88,2,66,Budget
10367884,Cozy studio in Park Slope,724870,Lindy,Brooklyn,Park Slope,40.6732,-73.97282,Entire home/apt,130,2,16,2017-07-28,0.4,1,0,Mid-Range
14055238,Spacious Prospect Park Garden Apt,84303682,Brian And Rachel,Brooklyn,Park Slope,40.67003,-73.974,Entire home/apt,240,2,144,2019-06-30,4.04,1,217,Luxury
27060026,WBurg Priv Room. Great transport & local amenities,63260355,Spencer,Brooklyn,Williamsburg,40.70975,-73.95651,Private room,80,1,2,2018-08-27,0.19,1,0,Mid-Range
34594081,Large room in fantastic Williamsburg location!,26552242,Bríet,Brooklyn,Williamsburg,40.71054,-73.95908,Private room,85,2,2,2019-06-03,1.25,1,19,Mid-Range
8362098,Lovely 1.5 bed in South Park Slope,2128335,Julian,Brooklyn,Sunset Park,40.66198,-73.99785,Entire home/apt,69,5,9,2016-12-30,0.2,1,0,Budget
24805679,A seriene space in Bushwick,187532995,Adi,Brooklyn,Bushwick,40.70447,-73.92589,Private room,70,4,2,2018-05-27,0.14,1,363,Budget
23166224,Cozy Respite in the HeART of Bushwick,842091,Megwyn,Brooklyn,Bushwick,40.69874,-73.92496,Private room,40,3,51,2019-07-01,3.0,2,51,Budget
31187945,Clean comfortable room,233165925,Wendy,Brooklyn,East Flatbush,40.63383,-73.94175,Private room,150,1,0,,0.0,1,90,Mid-Range
22448627,LARGE & CONVENIENT Private Room in Brooklyn,164303137,Mamiko,Brooklyn,Bedford-Stuyvesant,40.69422,-73.93288,Private room,39,4,58,2019-07-01,3.16,2,32,Budget
31882099,Comfy Private Room w/ Full Bed - Nearby Subway,238957303,Gui,Brooklyn,Bedford-Stuyvesant,40.68354,-73.9378,Private room,44,2,13,2019-06-26,2.58,3,162,Budget
7461720,Townhouse Bonus Room w/Private Bath,942252,Kimberly,Brooklyn,Prospect Heights,40.68024,-73.96658,Private room,89,1,213,2019-07-01,4.42,2,38,Mid-Range
32329737,One stop away manhattan #2,91605357,Tina,Brooklyn,Williamsburg,40.70738,-73.95569,Private room,60,2,26,2019-06-29,6.5,2,21,Budget
10115137,NYCHaven2: Entire House for less than a hotel room,47351539,Jason,Brooklyn,East Flatbush,40.65382,-73.93903,Entire home/apt,165,1,216,2019-06-22,5.49,4,194,Mid-Range
28983494,Lovely Garden Apt,218457745,Shane,Brooklyn,East Flatbush,40.65073,-73.92738,Entire home/apt,135,4,9,2019-06-04,1.07,1,365,Mid-Range
1891274,Clinton Hill 1BR in charming 2BR,9832158,Daniel,Brooklyn,Bedford-Stuyvesant,40.68442,-73.95639,Private room,50,2,6,2017-10-24,0.12,1,0,Budget
8256930,*Lovely Apt in Heart of Park Slope*,5973406,Andrew,Brooklyn,Park Slope,40.66826,-73.98223,Entire home/apt,85,30,26,2018-12-12,0.56,2,282,Mid-Range
4076084,Alcove Studio & Terrace best part of Williamsburg!,7116594,Russell,Brooklyn,Williamsburg,40.71009,-73.96471,Entire home/apt,132,3,2,2017-12-30,0.05,1,0,Mid-Range
27483961,"Modern, Cozy Apt Share for Young Professionals",2822805,Ollie,Brooklyn,Bedford-Stuyvesant,40.6854,-73.94976,Private room,60,30,1,2018-12-01,0.14,8,0,Budget
22580951,Private Huge 4 Bedroom Apartment,21593637,Pat And Shelly,Brooklyn,Bedford-Stuyvesant,40.68464,-73.92656,Entire home/apt,179,3,30,2019-06-14,1.68,2,285,Mid-Range
9344858,Beautiful room in Center of Williamsburg!,17433287,Efrat,Brooklyn,Williamsburg,40.71896,-73.95423,Private room,118,3,5,2017-05-31,0.16,2,0,Mid-Range
6884509,Comfy Room in Williamsburg,640117,Simon,Brooklyn,Williamsburg,40.71314,-73.95535,Private room,80,3,8,2017-09-04,0.17,5,0,Mid-Range
19099600,"Large, Private 1 Bedroom in Historic Brownstone",1342918,Keri,Brooklyn,Crown Heights,40.67192,-73.93414,Entire home/apt,95,5,8,2018-03-19,0.32,1,0,Mid-Range
9707469,"Brooklyn Heights ""Tree House""",7185488,Jeff,Brooklyn,Brooklyn Heights,40.69565,-73.99663,Entire home/apt,150,8,0,,0.0,1,0,Mid-Range
18692321,Amazing loft with a great view,14444,John,Brooklyn,Bedford-Stuyvesant,40.69347,-73.955,Entire home/apt,126,20,0,,0.0,2,0,Mid-Range
34023411,2 beautiful bedroom apt .with 2 main subway line,6752504,Ella,Brooklyn,Gravesend,40.60121,-73.97515,Entire home/apt,200,4,1,2019-04-21,0.37,3,173,Luxury
