total_bill,tip,sex,smoker,day,time,size,day_encoded,tip_percentage,bill_category,total_bill_standard,total_bill_minmax,bill_per_person,is_weekend,size_category
24.27,2.03,Male,Yes,Sat,Dinner,2,1,8.364235681911826,Medium,0.5047255038955165,0.44407205697528274,12.135,1,Small
12.76,2.23,Female,Yes,Sat,Dinner,2,1,17.476489028213166,Low,-0.7908401103117614,0.20297444490992875,6.38,1,Small
30.06,2.0,Male,Yes,Sat,Dinner,3,1,6.653359946773121,High,1.1564479110423573,0.5653540008378718,10.02,1,Medium
25.89,5.16,Male,Yes,Sat,Dinner,4,1,19.930475086906142,Medium,0.6870727058951509,0.4780058651026393,6.4725,1,Medium
48.33,9.0,Male,No,Sat,Dinner,4,1,18.6219739292365,High,3.212919133593788,0.9480519480519479,12.0825,1,Medium
13.27,2.5,Female,Yes,Sat,Dinner,2,1,18.839487565938207,Low,-0.7334345096822469,0.21365731043150396,6.635,1,Small
28.17,6.5,Female,Yes,Sat,Dinner,3,1,23.074192403265883,Medium,0.9437095087094511,0.5257645580226226,9.39,1,Medium
12.9,1.1,Female,Yes,Sat,Dinner,2,1,8.527131782945736,Low,-0.7750817101389533,0.2059069962295769,6.45,1,Small
28.15,3.0,Male,Yes,Sat,Dinner,5,1,10.657193605683837,Medium,0.9414583086847639,0.5253456221198156,5.63,1,Large
11.59,1.5,Male,Yes,Sat,Dinner,2,1,12.94219154443486,Low,-0.9225353117559416,0.17846669459572684,5.795,1,Small
7.74,1.44,Male,Yes,Sat,Dinner,2,1,18.6046511627907,Low,-1.3558913165081588,0.09782153330540427,3.87,1,Small
30.14,3.09,Female,Yes,Sat,Dinner,4,1,10.252156602521566,High,1.165452711141105,0.5670297444490993,7.535,1,Medium
12.16,2.2,Male,Yes,Fri,Lunch,2,0,18.092105263157894,Low,-0.8583761110523666,0.19040636782572265,6.08,0,Small
13.42,3.48,Female,Yes,Fri,Lunch,2,0,25.93144560357675,Low,-0.7165505094970955,0.21679932970255547,6.71,0,Small
8.58,1.92,Male,Yes,Fri,Lunch,1,0,22.377622377622377,Low,-1.2613409154713113,0.11541684122329285,8.58,0,Small
15.98,3.0,Female,No,Fri,Lunch,3,0,18.773466833541928,Medium,-0.4283969063371796,0.270423125261835,5.326666666666667,0,Medium
13.42,1.58,Male,Yes,Fri,Lunch,2,0,11.773472429210134,Low,-0.7165505094970955,0.21679932970255547,6.71,0,Small
16.27,2.5,Female,Yes,Fri,Lunch,2,0,15.365703749231715,Medium,-0.39575450597922046,0.2764976958525346,8.135,0,Small
10.09,2.0,Female,Yes,Fri,Lunch,2,0,19.821605550049554,Low,-1.0913753136074549,0.14704650188521157,5.045,0,Small
20.45,3.0,Male,No,Sat,Dinner,4,1,14.66992665036675,Medium,0.0747462991803296,0.3640552995391705,5.1125,1,Medium
13.28,2.72,Male,No,Sat,Dinner,2,1,20.481927710843376,Low,-0.7323089096699035,0.21386677838290738,6.64,1,Small
22.12,2.88,Female,Yes,Sat,Dinner,2,1,13.019891500904157,Medium,0.26272150124168114,0.39903644742354416,11.06,1,Small
24.01,2.0,Male,Yes,Sat,Dinner,4,1,8.329862557267804,Medium,0.47545990357458784,0.4386258902387935,6.0025,1,Medium
15.69,3.0,Male,Yes,Sat,Dinner,3,1,19.120458891013385,Medium,-0.46103930669513893,0.26434855467113527,5.2299999999999995,1,Medium
11.61,3.39,Male,No,Sat,Dinner,2,1,29.198966408268735,Low,-0.9202841117312548,0.1788856304985337,5.805,1,Small
10.77,1.47,Male,No,Sat,Dinner,2,1,13.649025069637883,Low,-1.0148345127681022,0.16129032258064516,5.385,1,Small
15.53,3.0,Male,Yes,Sat,Dinner,2,1,19.31745009658725,Medium,-0.4790489068926337,0.26099706744868034,7.765,1,Small
10.07,1.25,Male,No,Sat,Dinner,2,1,12.413108242303872,Low,-1.0936265136321417,0.1466275659824047,5.035,1,Small
12.6,1.0,Male,Yes,Sat,Dinner,2,1,7.936507936507936,Low,-0.8088497105092561,0.19962295768747382,6.3,1,Small
32.83,1.17,Male,Yes,Sat,Dinner,2,1,3.563813585135547,High,1.468239114461485,0.6233766233766234,16.415,1,Small
35.83,4.67,Female,No,Sat,Dinner,3,1,13.033770583310075,High,1.8059191181645116,0.6862170087976539,11.943333333333333,1,Medium
29.03,5.92,Male,No,Sat,Dinner,3,1,20.39269720978298,Medium,1.0405111097709854,0.543778801843318,9.676666666666668,1,Medium
27.18,2.0,Female,Yes,Sat,Dinner,2,1,7.358351729212656,Medium,0.8322751074874521,0.5050272308336824,13.59,1,Small
22.67,2.0,Male,Yes,Sat,Dinner,2,1,8.822232024702249,Medium,0.3246295019205694,0.4105571847507331,11.335,1,Small
17.82,1.75,Male,No,Sat,Dinner,2,1,9.820426487093153,Medium,-0.2212865040659901,0.308965228320067,8.91,1,Small
18.78,3.0,Female,No,Thur,Dinner,2,3,15.974440894568689,Medium,-0.11322890288102155,0.3290741516547968,9.39,0,Small
